,Unnamed: 0,rank,name,headquarter,category,description,link,year
59,59,60,Anokion SA,Ecublens ,Biotech,"Promoting IMMUNE TOLERANCE, ameliorating disease",https://www.top100startups.swiss/Anokion,2014
60,60,61,CAScination AG,Bern,Medtech,Image-guided liver surgeries,https://www.top100startups.swiss/CAScination,2014
61,61,62,Relish Brothers AG,Sempach Station,Engineering,Swiss premium guitars,https://www.top100startups.swiss/Relish,2014
62,62,63,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2014
63,63,64,DomoHealth,Lausanne,ICT,End-to-end SaaS solution to monitor patient’s health at home,https://www.top100startups.swiss/DomoHealth,2014
64,64,65,rqmicro AG,Schlieren,Biotech,Ultra-rapid detection of pathogenic microorganisms,https://www.top100startups.swiss/rqmicro,2014
65,65,66,Amphasys AG,Root D4,Engineering,Single cell analysis based on impedance flow cytometry,https://www.top100startups.swiss/Amphasys,2014
66,66,67,Cosibon AG,Zug,ICT,Developing a mobile application where the customer handles all his shopping,https://www.top100startups.swiss/Cosibon,2014
67,67,68,Klazz (Language Travel Reinvented AG),Zürich,ICT,"Klazz is a language travel platform, we're directly matching students with freelance teachers abroad.",https://www.top100startups.swiss/Klazz,2014
68,68,69,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2014
69,69,70,Swisstom AG ,Landquart,Medtech,Medical devices to monitor the lung and heart function of patients,https://www.top100startups.swiss/Swisstom,2014
70,70,71,Imina Technologies SA,Lausanne,Engineering,World's smallest commercial nanomanipulators,https://www.top100startups.swiss/Imina,2014
71,71,72,Fastree3D SA,Ecublens,Engineering,"The world’s fastest, safest, programmable imaging chip",https://www.top100startups.swiss/Fastree3D,2014
72,72,73,everyglobe AG,Zürich,ICT,Contemporary Online Travel Company.,https://www.top100startups.swiss/everyglobe,2014
73,73,74,PIQUR Therapeutics AG,Basel,Biotech,Developing and commercializing personalized cancer medicines,https://www.top100startups.swiss/PIQUR,2014
74,74,75,Apidel SA,Geneva,Biotech,Vanguard of Drug Delivery.,https://www.top100startups.swiss/Apidel,2014
75,75,76,Qvanteq AG,Zürich,Medtech,Novel stent technologies to address and overcome clinical shortcomings,https://www.top100startups.swiss/Qvanteq,2014
76,76,77,Bluebox Shop AG (Amorana.ch),Glattbrugg,ICT,Swiss online shop for erotic and lifestyle products,https://www.top100startups.swiss/amorana,2014
77,77,78,imperix SA,Sion,Cleantech,Advanced power conversion solutions,https://www.top100startups.swiss/imperix,2014
78,78,79,Faveeo,Genève,ICT,"The first Trusted Content Platform : filtering the most reliable, meaningful content to help brands  drive online engagement at scale.",https://www.top100startups.swiss/Faveeo,2014
79,79,80,CoreMedica ,Monthey,Biotech,BioKaizen is a private company dedicated to the evualuation of Biomarkers of diseases.,https://www.top100startups.swiss/BioKaizen,2014
80,80,81,CashSentinel SA,Lausanne,Fintech,Payment services provider for marketplaces,https://www.top100startups.swiss/CashSentinel,2014
81,81,82,Helmedica AG,Winterthur,ICT,Mobile electronic health record for documentation and management of patient information,https://www.top100startups.swiss/helmedica,2014
82,82,83,Pix4D SA (acquired by Parrot),Lausanne,ICT,Automatically combine images from mobile cameras and create 2D and 3D models,https://www.top100startups.swiss/Pix4D,2014
83,83,84,Sanovation AG,Glattbrugg,ICT,"App, which allows chronic pain patients to visualize their pain and to learn from others",https://www.top100startups.swiss/Sanovation,2014
84,84,85,3BaysOver,Lausanne,ICT,The Professional Network for Travel.,https://www.top100startups.swiss/3BaysOver,2014
85,85,86,Numab Therapeutics AG,Wädenswil,Biotech,Innovates and develops antibody-based therapeutics,https://www.top100startups.swiss/Numab,2014
86,86,87,Andrew Alliance SA ,Vernier,Medtech,Androids for liquid handling,https://www.top100startups.swiss/AndrewAlliance,2014
87,87,88,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2014
88,88,89,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2014
89,89,90,Starmind International AG,Küsnacht,ICT,Making it easy to find the best expert within a company to solve a problem,https://www.top100startups.swiss/Starmind,2014
90,90,91,compliant concept AG,Fehraltorf,Medtech,New solution for the therapy and prevention of pressure ulcers,https://www.top100startups.swiss/Compliant,2014
91,91,92,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2014
92,92,93,SmartCardia SA,Lausanne,Medtech,Cloud based cardiac solution,https://www.top100startups.swiss/SmartCardia,2014
93,93,94,OsmoBlue Sàrl,Lausanne,Cleantech,Recycling of waste heat by converting low-temparature heat into electricity,https://www.top100startups.swiss/OsmoBlue,2014
94,94,95,Koring AG,Basel,Medtech,"Novel, implantable ring to prevent parastomal hernia in abdominal surgery.",https://www.top100startups.swiss/Koring,2014
95,95,96,ObsEva SA,Plan-les-Ouates,Biotech,Therapies for preterm labour,https://www.top100startups.swiss/ObsEva,2014
96,96,97,Swiss Space Systems Holding SA,Payerne ,Engineering,Shaping the future of commercial space and academic space research,https://www.top100startups.swiss/Swiss_Space,2014
97,97,98,Amal Therapeutics SA ,Genève,Biotech,Cancer vaccines,https://www.top100startups.swiss/Amal,2014
98,98,99,SwissLeg Sagl,Lugano,Medtech,"Developing low-cost, high-performance artificial limbs",https://www.top100startups.swiss/SwissLeg,2014
99,99,100,PharmAlp SA,Conthey,Biotech,Develop and market products of natural origin backed-up by sound-science,https://www.top100startups.swiss/PharmAlp,2014
0,0,1,HouseTrip SA ,London,ICT,Online marketplace for holiday rentals.,https://www.top100startups.swiss/HouseTrip,2013
1,1,2,BioVersys AG,Basel,Biotech,Novel antibacterial therapies - new targets,https://www.top100startups.swiss/BioVersys,2013
2,2,3,Abionic SA,Epalinges,Medtech,The revolutionary in vitro diagnostic point-of-care platform,https://www.top100startups.swiss/Abionic,2013
3,3,4,L.E.S.S. SA,Renens,Cleantech,Nano active fiber lighting systems,https://www.top100startups.swiss/LESS,2013
4,4,5,InSphero AG,Schlieren,Biotech,Market leader in 3D cell culture,https://www.top100startups.swiss/InSphero,2013
5,5,6,Bcomp AG,Fribourg,Cleantech,Superior products from natural fibers,https://www.top100startups.swiss/Bcomp,2013
6,6,7,Dacuda AG ,Zürich,ICT,Scanning redefined,https://www.top100startups.swiss/Dacuda,2013
7,7,8,GetYourGuide AG,Zürich,ICT,Booking website for tours and activities,https://www.top100startups.swiss/GetYourGuide,2013
8,8,9,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2013
9,9,10,QualySense AG,Glattbrugg,Engineering,"Sorting robot for grains, seeds and beans",https://www.top100startups.swiss/QualySense,2013
10,10,11,Biognosys AG,Zürich - Schlieren,Biotech,New standard in multiplexed protein quantification,https://www.top100startups.swiss/Biognosys,2013
11,11,12,Lemoptix SA,Lausanne,Engineering,Development of next generation optical MEMS (micro-electro-mechanical systems) for mobile applications.,https://www.top100startups.swiss/Lemoptix,2013
12,12,13,ProteoMediX AG,Schlieren,Biotech,Markers for prostate cancer,https://www.top100startups.swiss/ProteoMediX,2013
13,13,14,Malcisbo AG,Schlieren,Biotech,Platform to identify carbohydrate targets in pathogenic organisms,https://www.top100startups.swiss/Malcisbo,2013
14,14,15,SWISSto12 SA,Renens,Engineering,Disruptive antenna systems for the telecoms industry.,https://www.top100startups.swiss/SWISSto12,2013
15,15,16,Aleva Neurotherapeutics SA,Lausanne,Medtech,Better therapies for neurological diseases,https://www.top100startups.swiss/Aleva,2013
16,16,17,Coople (Schweiz) AG ,Zürich,ICT,Internet platform for the efficient management of short notice and short-term work assignments,https://www.top100startups.swiss/Coople,2013
17,17,18,joiz AG,Zürich,ICT,"This television station, which links the world of TV with Web 2.0 and targets viewers between the ages of 15 and 35, has gotten off to a good start.",https://www.top100startups.swiss/joiz,2013
18,18,19,Aïmago SA  (acquired by Novadaq),Lausanne,Medtech,Taking the Guesswork out of Tissue Perfusion Assessment.,https://www.top100startups.swiss/Aimago,2013
19,19,20,faceshift AG (acquired by Apple),"Cupertino, California",ICT,Technology for facial expression recognition to enact virtual characters in real-time.,https://www.top100startups.swiss/faceshift,2013
20,20,21,Parking Solutions GmbH (acquired by SBB),,ICT,A marketplace that enables short-term rent of private and corporate parking spots through a mobile phone app.,https://www.top100startups.swiss/Parking,2013
21,21,22,Glycemicon AG,Brugg,Biotech,Managing blood glucose levels,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498,2013
22,22,23,Adello AG,Zürich,ICT,Our mission is to quantify the drivers of physical business.,https://www.top100startups.swiss/Adello,2013
23,23,24,BugBuster Sàrl (acquired by AppDynamics),Ecublens,ICT,Bug Buster offers a fully automated and easy to use software testing solution for Web applications,https://www.top100startups.swiss/BugBuster,2013
24,24,25,TrekkSoft AG,Matten bei Interlaken,ICT,SaaS solution for tour and activity companies,https://www.top100startups.swiss/TrekkSoft,2013
25,25,26,Climeworks AG,Zürich,Cleantech,Capturing CO2 from air,https://www.top100startups.swiss/Climeworks,2013
26,26,27,Jilion SA (acquired by Dailymotion),Lausanne,ICT,"The creator of SublimeVideo, the world's first cloud-based HTML5 video player.",https://www.top100startups.swiss/Jilion,2013
27,27,28,Gastros Switzerland AG,Zurich,Foodtech,Innovative system induction based in order to keep food warm at a buffet,https://www.top100startups.swiss/Gastros,2013
28,28,29,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2013
29,29,30,THE ROKKER COMPANY AG,Widnau,Engineering,Protection jeans with innovative textiles,https://www.top100startups.swiss/ROKKER,2013
30,30,31,Limmex,Zürich,Engineering,Bringing women's health to the 21st century,https://www.top100startups.swiss/Limmex,2013
31,31,32,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2013
32,32,33,Mabimmune AG (merged with Neurimmune),Schlieren,Biotech,Developing immune agonists with best-in-class therapeutic indices,https://www.top100startups.swiss/Mabimmune,2013
33,33,34,compliant concept AG,Fehraltorf,Medtech,New solution for the therapy and prevention of pressure ulcers,https://www.top100startups.swiss/Compliant,2013
34,34,35,Credentis AG,Windisch,Medtech,Treating initial caries without drilling,https://www.top100startups.swiss/Credentis,2013
35,35,36,Lightbend Sàrl (Typesafe),Lausanne,ICT,Scala programming language,https://www.top100startups.swiss/Lightbend,2013
36,36,37,YouRehab,Schlieren,Medtech,Low-cost devices and entertaining gaming software to enable rehabilitation,https://www.top100startups.swiss/YouRehab,2013
37,37,38,Scope Content AG,Zürich,ICT,The new generation of news aggregator a unique semantic text analysis engine,https://www.top100startups.swiss/scope,2013
38,38,39,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2013
39,39,40,Sensima Technology SA ,Gland,Engineering,Magnetic sensors on a micro-chip,https://www.top100startups.swiss/Sensima_Technology,2013
40,40,41,Sophia Genetics SA,Saint Sulpice,Biotech,Democratizing Data-Driven Medicine,https://www.top100startups.swiss/Sophia,2013
41,41,42,Ampard AG ,Zürich,Cleantech,Control- and asset-management system to realize complex decentralized storage solutions,https://www.top100startups.swiss/Ampard,2013
42,42,43,Smixin AG,Bienne,Cleantech,New hand washing system,https://www.top100startups.swiss/Smixin,2013
43,43,44,Politnetz AG,Zürich,ICT,Closely related idea of using Web 2.0 for politics,https://www.top100startups.swiss/Politnetz,2013
44,44,45,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2013
45,45,46,Stemergie Biotechnology SA,Geneva,Biotech,Targeting the roots of cancer in developing treatments and diagnostics,https://www.top100startups.swiss/Stemergie,2013
46,46,47,Swisstom AG ,Landquart,Medtech,Medical devices to monitor the lung and heart function of patients,https://www.top100startups.swiss/Swisstom,2013
47,47,48,Zurich Instruments AG,Zürich,Engineering,Instruments for dynamic signal analysis,https://www.top100startups.swiss/zurichinstruments,2013
48,48,49,HYT SA,Neuchâtel,Engineering,The hydro mechanical horlogists,https://www.top100startups.swiss/HYT,2013
49,49,50,SwissLitho AG (acquired by Heidelberg Instruments),Zürich,Engineering,A novel technology for nanofabrication,https://www.top100startups.swiss/SwissLitho,2013
50,50,51,SwissLeg Sagl,Lugano,Medtech,"Developing low-cost, high-performance artificial limbs",https://www.top100startups.swiss/SwissLeg,2013
51,51,52,SAV-IOL SA,Neuchatel,Medtech,Swiss advanced vision-intraocular lens,https://www.top100startups.swiss/SAV-IOL,2013
52,52,53,Qvanteq AG,Zürich,Medtech,Novel stent technologies to address and overcome clinical shortcomings,https://www.top100startups.swiss/Qvanteq,2013
53,53,54,Koring AG,Basel,Medtech,"Novel, implantable ring to prevent parastomal hernia in abdominal surgery.",https://www.top100startups.swiss/Koring,2013
54,54,55,greenTEG AG,Rümlang,Cleantech,Experts in thermal sensing solutions for research & industry,https://www.top100startups.swiss/greenTEG,2013
55,55,56,CAScination AG,Bern,Medtech,Image-guided liver surgeries,https://www.top100startups.swiss/CAScination,2013
56,56,57,DomoHealth,Lausanne,ICT,End-to-end SaaS solution to monitor patient’s health at home,https://www.top100startups.swiss/DomoHealth,2013
57,57,58,Koubachi ,Zürich ,ICT,App to manage home plants,https://www.top100startups.swiss/Koubachi,2013
58,58,59,ParkU AG,Zürich,ICT,ParkU - The Parking App,https://www.top100startups.swiss/ParkUAG,2013
59,59,60,LogoGrab Sagl,Lugano,ICT,Like. In real life.,https://www.top100startups.swiss/LogoGrab,2013
60,60,61,Recommerce AG,Rotkreuz,ICT,"Buys, repairs and resells mobile phones, tablets and iPods",https://www.top100startups.swiss/recommerce,2013
61,61,62,Designergy SA,San Vittore,Cleantech,Building construction material that implements both solar energy exploitation and energy saving functions,https://www.top100startups.swiss/Designergy,2013
62,62,63,Searchbox SA,,ICT,Semantic engine software.,https://www.top100startups.swiss/Searchbox,2013
63,63,64,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2013
64,64,65,Lotaris SA,Yverdon-les-Bains,ICT,A thinking mobile app environment.,https://www.top100startups.swiss/Lotaris,2013
65,65,66,Optotune AG,Dietikon,Engineering,"Inexpensive, scalable, precisely focus tunable lenses based",https://www.top100startups.swiss/Optotune,2013
66,66,67,Iprova Sàrl,Lausanne,ICT,Computer assisted invention,https://www.top100startups.swiss/Iprova,2013
67,67,68,Attolight SA,Lausanne,Engineering,Ultrafast spectroscopy for NanoPhotonics,https://www.top100startups.swiss/Attolight,2013
68,68,69,NBE-Therapeutics LLC ,Basel,Biotech,Antibody-based NBEs,https://www.top100startups.swiss/NBE-Therapeutics,2013
69,69,70,PharmAlp SA,Conthey,Biotech,Develop and market products of natural origin backed-up by sound-science,https://www.top100startups.swiss/PharmAlp,2013
70,70,71,SuitArt AG ,Zürich,ICT,Franchising System for Custom-made Men's Suit.,https://www.top100startups.swiss/SuitArt,2013
71,71,72,Elmove AG,Zürich,Cleantech,Innovative electric mobility solutions.,https://www.top100startups.swiss/Elmove,2013
72,72,73,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2013
73,73,74,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2013
74,74,75,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2013
75,75,76,Andrew Alliance SA ,Vernier,Medtech,Androids for liquid handling,https://www.top100startups.swiss/AndrewAlliance,2013
76,76,77,Koemei SA ,Martigny,ICT,World’s first cloud based speech recognition solution specifically designed for multiparty conversations,https://www.top100startups.swiss/Koemei,2013
77,77,78,EverdreamSoft SA,Genève,ICT,"Simple, ergonomic and innovative products to a public that values mobility",https://www.top100startups.swiss/EverdreamSoft,2013
78,78,79,Celeroton AG,Volketswil,Engineering,Ultra-highspeed electrical drive systems for renewable energy generation,https://www.top100startups.swiss/Celeroton,2013
79,79,80,g2e glass2energy SA,Villaz-St-Pierre,Cleantech,Dye sensitized solar cells,https://www.top100startups.swiss/g2e,2013
80,80,81,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2013
81,81,82,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2013
82,82,83,Numab Therapeutics AG,Wädenswil,Biotech,Innovates and develops antibody-based therapeutics,https://www.top100startups.swiss/Numab,2013
83,83,84,Pix4D SA (acquired by Parrot),Lausanne,ICT,Automatically combine images from mobile cameras and create 2D and 3D models,https://www.top100startups.swiss/Pix4D,2013
84,84,85,SUSI Partners AG,Zürich,Fintech,Financing the future energy infrastructure,https://www.top100startups.swiss/SUSI,2013
85,85,86,ILAND green technologies SA,Neuchâtel,Cleantech,Autonomous and portable solar generators,https://www.top100startups.swiss/ILAND,2013
86,86,87,Upicto GmbH (acquired by Logitech),Zürich,ICT,Video processing technology for automatic summarization and event detection.,https://www.top100startups.swiss/upicto,2013
87,87,88,DAHU Sports Company Ltd.,Châtel-Saint-Denis,Engineering,Innovative ski boots / a game changer for the whole industry,https://www.top100startups.swiss/DAHU,2013
88,88,89,42matters AG ,Zurich,ICT,App Intelligence as SaaS,https://www.top100startups.swiss/42matters,2013
89,89,90,Advanced Osteotomy Tools - AOT AG,Basel,Medtech,Cutting bones with laser,https://www.top100startups.swiss/AOT,2013
90,90,91,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2013
91,91,92,Slyde Watch SA,Luins,Engineering,The SLYDE concept is a revolutionary watchmaking experiment combining a high-technology product and an internet platform.,https://www.top100startups.swiss/Slyde,2013
92,92,93,AVK systems SA,Lausanne,ICT,Solution suite for broadcast of  Sport audio content.,https://www.top100startups.swiss/AVK,2013
93,93,94,Imina Technologies SA,Lausanne,Engineering,World's smallest commercial nanomanipulators,https://www.top100startups.swiss/Imina,2013
94,94,95,PRECLIN Biosystems SA ,Epalinges,Biotech,In vivo preclinical testing platform,https://www.top100startups.swiss/Preclin,2013
95,95,96,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2013
96,96,97,Ethical Skin Care SA (zilooa.com),Neuchâtel,Medtech,Cosmetology in harmony with the environment,https://www.top100startups.swiss/KNLN-Innovation,2013
97,97,98,Amphasys AG,Root D4,Engineering,Single cell analysis based on impedance flow cytometry,https://www.top100startups.swiss/Amphasys,2013
98,98,99,AirWinder Suisse Sàrl ,,Engineering,ZERO-maintenance pneumatic bicycle tires,https://www.top100startups.swiss/AirWinder,2013
99,99,100,Bluetector AG,Root,Cleantech,Manure Treatment,https://www.top100startups.swiss/Bluetector,2013
0,0,1,HouseTrip SA ,London,ICT,Online marketplace for holiday rentals.,https://www.top100startups.swiss/HouseTrip,2012
1,1,2,InSphero AG,Schlieren,Biotech,Market leader in 3D cell culture,https://www.top100startups.swiss/InSphero,2012
2,2,3,GetYourGuide AG,Zürich,ICT,Booking website for tours and activities,https://www.top100startups.swiss/GetYourGuide,2012
3,3,4,Malcisbo AG,Schlieren,Biotech,Platform to identify carbohydrate targets in pathogenic organisms,https://www.top100startups.swiss/Malcisbo,2012
4,4,5,BioVersys AG,Basel,Biotech,Novel antibacterial therapies - new targets,https://www.top100startups.swiss/BioVersys,2012
5,5,6,Optotune AG,Dietikon,Engineering,"Inexpensive, scalable, precisely focus tunable lenses based",https://www.top100startups.swiss/Optotune,2012
6,6,7,Abionic SA,Epalinges,Medtech,The revolutionary in vitro diagnostic point-of-care platform,https://www.top100startups.swiss/Abionic,2012
7,7,8,Lemoptix SA,Lausanne,Engineering,Development of next generation optical MEMS (micro-electro-mechanical systems) for mobile applications.,https://www.top100startups.swiss/Lemoptix,2012
8,8,9,Dacuda AG ,Zürich,ICT,Scanning redefined,https://www.top100startups.swiss/Dacuda,2012
9,9,10,Bcomp AG,Fribourg,Cleantech,Superior products from natural fibers,https://www.top100startups.swiss/Bcomp,2012
10,10,11,Biognosys AG,Zürich - Schlieren,Biotech,New standard in multiplexed protein quantification,https://www.top100startups.swiss/Biognosys,2012
11,11,12,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2012
12,12,13,ProteoMediX AG,Schlieren,Biotech,Markers for prostate cancer,https://www.top100startups.swiss/ProteoMediX,2012
13,13,14,Climeworks AG,Zürich,Cleantech,Capturing CO2 from air,https://www.top100startups.swiss/Climeworks,2012
14,14,15,joiz AG,Zürich,ICT,"This television station, which links the world of TV with Web 2.0 and targets viewers between the ages of 15 and 35, has gotten off to a good start.",https://www.top100startups.swiss/joiz,2012
15,15,16,QualySense AG,Glattbrugg,Engineering,"Sorting robot for grains, seeds and beans",https://www.top100startups.swiss/QualySense,2012
16,16,17,Poken SA (acquired by GES),Lausanne,ICT,Collect people and things with a touch,https://www.top100startups.swiss/Poken,2012
17,17,18,L.E.S.S. SA,Renens,Cleantech,Nano active fiber lighting systems,https://www.top100startups.swiss/LESS,2012
18,18,19,SWISSto12 SA,Renens,Engineering,Disruptive antenna systems for the telecoms industry.,https://www.top100startups.swiss/SWISSto12,2012
19,19,20,Lightbend Sàrl (Typesafe),Lausanne,ICT,Scala programming language,https://www.top100startups.swiss/Lightbend,2012
20,20,21,Aleva Neurotherapeutics SA,Lausanne,Medtech,Better therapies for neurological diseases,https://www.top100startups.swiss/Aleva,2012
21,21,22,Aïmago SA  (acquired by Novadaq),Lausanne,Medtech,Taking the Guesswork out of Tissue Perfusion Assessment.,https://www.top100startups.swiss/Aimago,2012
22,22,23,Silp AG (acquired by x28),Thalwil,ICT,"Silp gleicht Jobs mit deinen Interessen und deinem sozialen Netzwerk ab, um die besten Angebote für dich zu finden.",https://www.top100startups.swiss/Silp,2012
23,23,24,Attolight SA,Lausanne,Engineering,Ultrafast spectroscopy for NanoPhotonics,https://www.top100startups.swiss/Attolight,2012
24,24,26,Celeroton AG,Volketswil,Engineering,Ultra-highspeed electrical drive systems for renewable energy generation,https://www.top100startups.swiss/Celeroton,2012
25,25,27,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2012
26,26,28,Biocartis SA,Lausanne,Biotech,Molecular diagnostics platform,https://www.top100startups.swiss/Biocartis,2012
27,27,29,Koemei SA ,Martigny,ICT,World’s first cloud based speech recognition solution specifically designed for multiparty conversations,https://www.top100startups.swiss/Koemei,2012
28,28,30,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2012
29,29,31,Searchbox SA,,ICT,Semantic engine software.,https://www.top100startups.swiss/Searchbox,2012
30,30,32,Limmex,Zürich,Engineering,Bringing women's health to the 21st century,https://www.top100startups.swiss/Limmex,2012
31,31,33,Credentis AG,Windisch,Medtech,Treating initial caries without drilling,https://www.top100startups.swiss/Credentis,2012
32,32,34,Jilion SA (acquired by Dailymotion),Lausanne,ICT,"The creator of SublimeVideo, the world's first cloud-based HTML5 video player.",https://www.top100startups.swiss/Jilion,2012
33,33,35,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2012
34,34,36,VirtaMed AG,Schlieren,Medtech,Simulators for medical training and education,https://www.top100startups.swiss/VirtaMed,2012
35,35,37,Swisstom AG ,Landquart,Medtech,Medical devices to monitor the lung and heart function of patients,https://www.top100startups.swiss/Swisstom,2012
36,36,38,Coople (Schweiz) AG ,Zürich,ICT,Internet platform for the efficient management of short notice and short-term work assignments,https://www.top100startups.swiss/Coople,2012
37,37,39,Lotaris SA,Yverdon-les-Bains,ICT,A thinking mobile app environment.,https://www.top100startups.swiss/Lotaris,2012
38,38,40,StereoTools SA,Neuchâtel,Medtech,Guide for needle or electrode placement during stereotactic neurosurgery.,https://www.top100startups.swiss/StereoTools,2012
39,39,41,compliant concept AG,Fehraltorf,Medtech,New solution for the therapy and prevention of pressure ulcers,https://www.top100startups.swiss/Compliant,2012
40,40,42,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2012
41,41,43,Advanced Osteotomy Tools - AOT AG,Basel,Medtech,Cutting bones with laser,https://www.top100startups.swiss/AOT,2012
42,42,44,Stemergie Biotechnology SA,Geneva,Biotech,Targeting the roots of cancer in developing treatments and diagnostics,https://www.top100startups.swiss/Stemergie,2012
43,43,45,Agile Wind Power AG,Dübendorf,Cleantech,Commercial on-site power generation via wind energy,https://www.top100startups.swiss/Agile,2012
44,44,46,c-crowd AG,Zürich,ICT,Online lending platform,https://www.top100startups.swiss/c-crowd,2012
45,45,47,Goodshine AG (acquired by Ringier),Zürich,ICT,Swiss marketleader in online couponing,https://www.top100startups.swiss/deindeal,2012
46,46,48,PRECLIN Biosystems SA ,Epalinges,Biotech,In vivo preclinical testing platform,https://www.top100startups.swiss/Preclin,2012
47,47,49,Zurich Instruments AG,Zürich,Engineering,Instruments for dynamic signal analysis,https://www.top100startups.swiss/zurichinstruments,2012
48,48,50,Koubachi ,Zürich ,ICT,App to manage home plants,https://www.top100startups.swiss/Koubachi,2012
49,49,51,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2012
50,50,52,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2012
51,51,53,Virometix AG,Schlieren,Biotech,Vaccines using its Synthetic Virus-Like Particle (SVLP) technology,https://www.top100startups.swiss/Virometix,2012
52,52,54,THE ROKKER COMPANY AG,Widnau,Engineering,Protection jeans with innovative textiles,https://www.top100startups.swiss/ROKKER,2012
53,53,55,Atizo AG (acquired by Hyve),Bern,ICT,Virtual brainstorming platform with thousands of creative thinkers,https://www.top100startups.swiss/Atizo,2012
54,54,56,The Faction Collective,Le Châble,Engineering,"We design, produce and sell premium skis and outerwear",https://www.top100startups.swiss/The-faction,2012
55,55,57,HYT SA,Neuchâtel,Engineering,The hydro mechanical horlogists,https://www.top100startups.swiss/HYT,2012
56,56,58,Sensima Technology SA ,Gland,Engineering,Magnetic sensors on a micro-chip,https://www.top100startups.swiss/Sensima_Technology,2012
57,57,59,Run my Accounts AG,Stäfa,Fintech,Online accounting platform,https://www.top100startups.swiss/RunMyAccounts,2012
58,58,60,42matters AG ,Zurich,ICT,App Intelligence as SaaS,https://www.top100startups.swiss/42matters,2012
59,59,61,Scandit AG,Zürich,ICT,Smart Data Capture,https://www.top100startups.swiss/Scandit,2012
60,60,62,Qvanteq AG,Zürich,Medtech,Novel stent technologies to address and overcome clinical shortcomings,https://www.top100startups.swiss/Qvanteq,2012
61,61,63,senseFly SA ,Cheseaux-Lausanne,Robotics,Smart flying cameras,https://www.top100startups.swiss/senseFly,2012
62,62,64,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2012
63,63,65,Imina Technologies SA,Lausanne,Engineering,World's smallest commercial nanomanipulators,https://www.top100startups.swiss/Imina,2012
64,64,66,CAScination AG,Bern,Medtech,Image-guided liver surgeries,https://www.top100startups.swiss/CAScination,2012
65,65,67,Sophia Genetics SA,Saint Sulpice,Biotech,Democratizing Data-Driven Medicine,https://www.top100startups.swiss/Sophia,2012
66,66,68,BEN Energy AG,Zürich,Cleantech,Socializing energy behavior,https://www.top100startups.swiss/BEN,2012
