rank;name;headquarter;category;description;link;year;plz;kanton;lan;lon
76;BitsaboutMe AG;Bern;ICT;Marketplace for saving and trading personal data;https://www.top100startups.swiss/BitsaboutMe;2021;3004;BE;7.450025042;46.97530372
77;VAY AG;ZÃ¼rich;ICT;Making computers understand human motion;https://www.top100startups.swiss/VAY;2021;8002;ZH;8.532739248;47.36007156
78;Flybotix SA;Renens;Robotics;Doubling flight time of prof. indoor inspection drones;https://www.top100startups.swiss/Flybotix;2021;1020;VD;6.589670167;46.53527951
79;Assaia International AG;Zurich;ICT;Making airport operations more efficient and predictable;https://www.top100startups.swiss/Assaia;2021;8001;ZH;8.541734555;47.37208749
80;SwissDeCode SA;Lausanne;Foodtech;Secure and Build Trust in the Global Food Supply Chain;https://www.top100startups.swiss/SwissDeCode;2021;1011;VD;6.643319582;46.52555634
81;Embion Technologies SA;Etoy;Biotech;Platform technology for industrial biomass processing;https://www.top100startups.swiss/Embion;2021;1163;VD;6.421749102;46.48414936
82;INERGIO Technologies SA;Lausanne;Engineering;Green ALPS - Green Autonomous Lightweight Power Systems;https://www.top100startups.swiss/INERGIO;2021;1011;VD;6.643319582;46.52555634
83;Capskin AG;ZÃ¼rich;Engineering;Capskin - Sensor socks for better footwear;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=31198;2021;8002;ZH;8.532739248;47.36007156
84;EarlySight SA;Geneva;Medtech;Imaging early signs of retinal diseases years in advance;https://www.top100startups.swiss/EarlySight;2021;1208;GE;6.167579743;46.19844394
85;CompPair Technologies SA;Lausanne;Engineering;Healable and sustainable composites to improve circularity;https://www.top100startups.swiss/CompPair;2021;1011;VD;6.643319582;46.52555634
86;legartis technology AG;ZÃ¼rich;ICT;Analyse your contracts in seconds;https://www.top100startups.swiss/Legartis;2021;8002;ZH;8.532739248;47.36007156
87;Fixposition AG;Schlieren;Robotics;Precise Positioning Everywhere.;https://www.top100startups.swiss/Fixposition;2021;8952;ZH;8.449001596;47.39503416
88;Archilyse AG;ZÃ¼rich;Proptech;Archilyse.one makes your plans smart;https://www.top100startups.swiss/Archilyse;2021;8002;ZH;8.532739248;47.36007156
89;GRZ Technologies AG;Grolley;Cleantech;Metal hydride hydrogen storage solution;https://www.top100startups.swiss/GRZ;2021;1772;FR;7.06575494;46.8347404
90;ALAYA SA ;Gland;ICT;Corporate Social Responsibility platform;https://www.top100startups.swiss/ALAYA;2021;1196;VD;6.286690157;46.41041562
91;AVAtronics SA;Lausanne;Engineering;Wideband Active Noise Cancellation (Hearables & Automotive);https://www.top100startups.swiss/AVAtronics;2021;1011;VD;6.643319582;46.52555634
92;Talent Maps AG (CoffeeCall);St Gallen;ICT;Informal breaks in your hybrid workplace;https://www.top100startups.swiss/CoffeeCall;2021;9010;SG;9.373557315;47.44186787
93;ImmoZins AG;ZÃ¼rich;Proptech;Invest in Real Estate;https://www.top100startups.swiss/ImmoZins;2021;8002;ZH;8.532739248;47.36007156
94;Limula SA;Lausanne;Biotech;Cell and Gene Therapy Made Easy;https://www.top100startups.swiss/Limula;2021;1011;VD;6.643319582;46.52555634
95;Urbio SA;Sion;Proptech;Accelerate your transition to clean energy;https://www.top100startups.swiss/Urbio;2021;1950;VS;7.354727167;46.22725387
96;Oxara AG;Dietikon;Proptech;Enabling sustainable construction and affordable housing;https://www.top100startups.swiss/Oxara;2021;8953;ZH;8.398064875;47.40203665
97;IMburse AG;Zurich;Fintech;Integration-free access to global payments ecosystem;https://www.top100startups.swiss/IMburse;2021;8001;ZH;8.541734555;47.37208749
98;Scailyte AG;Basel;Biotech;Extracting knowledge from single-cell data to save lives;https://www.top100startups.swiss/Scailyte;2021;4051;BS;7.586450708;47.55404534
99;Workspace2go AG ;ZÃ¼rich;Proptech;Marketplace for meeting rooms & workshop locations;https://www.top100startups.swiss/Workspace2go;2021;8002;ZH;8.532739248;47.36007156
100;SONECT AG;ZÃ¼rich;Fintech;Through Sonect, every store becomes an ATM;https://www.top100startups.swiss/SONECT;2021;8002;ZH;8.532739248;47.36007156
1;CUTISS AG;Schlieren;Biotech;Personalized skin;https://www.top100startups.swiss/CUTISS;2020;8952;ZH;8.449001596;47.39503416
2;Wingtra AG;ZÃ¼rich;Robotics;Fly like an airplane, take-off and land like a helicopter;https://www.top100startups.swiss/Wingtra;2020;8002;ZH;8.532739248;47.36007156
3;Piavita AG;ZÃ¼rich;Medtech;Daily assistant for equine veterinarians;https://www.top100startups.swiss/Piavita;2020;8002;ZH;8.532739248;47.36007156
4;Exeon Analytics AG;ZÃ¼rich;Security;Exeon Analytics detects hidden cyber threats;https://www.top100startups.swiss/Exeon;2020;8002;ZH;8.532739248;47.36007156
5;Versantis AG;ZÃ¼rich;Biotech;Conquer liver diseases and saves lives;https://www.top100startups.swiss/Versantis;2020;8002;ZH;8.532739248;47.36007156
6;9T Labs AG;ZÃ¼rich;Engineering;3D carbon fiber printing technology;https://www.top100startups.swiss/9T;2020;8002;ZH;8.532739248;47.36007156
7;Gamaya SA;Morges;Robotics;Digital agronomy solutions for large farming businesses;https://www.top100startups.swiss/Gamaya;2020;1110;VD;6.505456761;46.49496333
8;Resistell AG;Muttenz;Medtech;Revolutionary alternative for antibiotic susceptibility testing;https://www.top100startups.swiss/Resistell;2020;4132;BL;7.648057403;47.52338801
9;CREAL SA;Ecublens;Engineering;Enabling Augmented Reality within arm's reach;https://www.top100startups.swiss/CREAL;2020;1024;VD;6.55861492;46.52883079
10;Insolight SA;Renens;Cleantech;Solar modules designed for agrivoltaics;https://www.top100startups.swiss/Insolight;2020;1020;VD;6.589670167;46.53527951
11;Ledgy AG;Zurich;Fintech;Your equity set for growth;https://www.top100startups.swiss/Ledgy;2020;8001;ZH;8.541734555;47.37208749
12;Carvolution AG;Bannwil;ICT;Car Subscription Model for Switzerland;https://www.top100startups.swiss/Carvolution;2020;4913;BE;7.730333214;47.2385039
13;Araris Biotech AG;Au SG;Biotech;Building tomorrow's antibody-drug conjugates (ADCs);https://www.top100startups.swiss/Araris;2020;9434;SG;9.638968287;47.42971875
14;AgroSustain SA;Renens;Foodtech;AgroSustain â€“ a one-stop-shop solution for biological plant;https://www.top100startups.swiss/AgroSustain;2020;1020;VD;6.589670167;46.53527951
15;TOLREMO therapeutics AG;Muttenz;Biotech;Development of resistance-breaking cancer therapies;https://www.top100startups.swiss/TOLREMO;2020;4132;BL;7.648057403;47.52338801
16;Crypto Finance AG;Zug;Fintech;Transforming financial services;https://www.top100startups.swiss/CryptoFinance;2020;6300;ZG;8.503484562;47.16850232
17;Eyeware Tech SA;Martigny;ICT;Attention Sensing with 3D Eye Tracking;https://www.top100startups.swiss/Eyeware;2020;1920;VS;7.074542101;46.1094551
18;Haelixa AG;Kemptthal;Biotech;Reliable product identification through DNA technology;https://www.top100startups.swiss/Haelixa;2020;8310;ZH;8.71155229;47.45743914
19;Skribble AG;Zurich;ICT;Digital signature solution;https://www.top100startups.swiss/Skribble;2020;8001;ZH;8.541734555;47.37208749
20;yamo AG;Zug;Foodtech;Good Food for Kids. Made easy with yamo.;https://www.top100startups.swiss/yamo;2020;6300;ZG;8.503484562;47.16850232
21;Bring! Labs AG;ZÃ¼rich;ICT;Bring! simplifies grocery shopping for you;https://www.top100startups.swiss/Bring;2020;8002;ZH;8.532739248;47.36007156
22;Avrios International AG;ZÃ¼rich;ICT;We make mobility work for business;https://www.top100startups.swiss/Avrios;2020;8002;ZH;8.532739248;47.36007156
23;Loanboox GmbH;ZÃ¼rich;Fintech;European debt capital market platform;https://www.top100startups.swiss/Loanboox;2020;8002;ZH;8.532739248;47.36007156
24;PriceHubble AG;ZÃ¼rich;Proptech;Big data and artificial intelligence for real estate markets;https://www.top100startups.swiss/PriceHubble;2020;8002;ZH;8.532739248;47.36007156
25;MOBBOT SA;Fribourg;Proptech;Mobile 3D concrete printing systems;https://www.top100startups.swiss/MOBBOT;2020;1700;FR;7.163625853;46.80665808
26;Annaida Technologies SA;Lausanne;Biotech;Non invasive chemical analysis at embryo scale;https://www.top100startups.swiss/Annaida;2020;1011;VD;6.643319582;46.52555634
27;PharmaBiome AG;ZÃ¼rich;Biotech;Next Generation Microbiome Therapies;https://www.top100startups.swiss/PharmaBiome;2020;8002;ZH;8.532739248;47.36007156
28;PXL Vision AG ;ZÃ¼rich;Security;Scalable software platform for secure identity verification;https://www.top100startups.swiss/PXL;2020;8002;ZH;8.532739248;47.36007156
29;Volumina Medical SA;Epalinges;Medtech;Dynamic biomaterials for reconstructive and plastic surgery;https://www.top100startups.swiss/Volumina;2020;1066;VD;6.668508946;46.55070386
30;LuckaBox Logistics AG;Winterthur;ICT;SAAS Last Mile Digital Forwarder for Enterprises;https://www.top100startups.swiss/LuckaBox;2020;8405;ZH;8.776009743;47.47804737
31;DeepCode AG ;Zurich;ICT;Enabling developers with existing open source software;https://www.top100startups.swiss/DeepCode;2020;8001;ZH;8.541734555;47.37208749
32;Dotphoton AG;Zug;ICT;Reliable image data for critical applications and AI;https://www.top100startups.swiss/Dotphoton;2020;6300;ZG;8.503484562;47.16850232
33;neon Switzerland AG;ZÃ¼rich;Fintech;Mobile Banking solution;https://www.top100startups.swiss/Neon;2020;8002;ZH;8.532739248;47.36007156
34;aktiia SA;Neuchatel;Medtech;Reinventing Blood Pressure Monitoring;https://www.top100startups.swiss/aktiia;2020;2000;NE;6.941331265;46.98844504
35;inyova AG;Zurich;Fintech;We create a more sustainable world through investing;https://www.top100startups.swiss/Inyova;2020;8001;ZH;8.541734555;47.37208749
36;ONWARD Medical SA;Lausanne;Biotech;Enabling nervous system rewiring;https://www.top100startups.swiss/Onward;2020;1011;VD;6.643319582;46.52555634
37;Planted Foods AG;Kemptthal;Foodtech;Planted meats;https://www.top100startups.swiss/Planted;2020;8310;ZH;8.71155229;47.45743914
38;Sevensense Robotics AG;ZÃ¼rich;Robotics;Visual navigation for the next generation of service robots.;https://www.top100startups.swiss/Sevensense;2020;8002;ZH;8.532739248;47.36007156
39;Yokoy Group AG;Zurich;Fintech;Your expenses and company credit cards on autopilot;https://www.top100startups.swiss/yokoy;2020;8001;ZH;8.541734555;47.37208749
40;INVOLI SA;Renens;ICT;Enabling the safe integration of drones into the airspace;https://www.top100startups.swiss/INVOLI;2020;1020;VD;6.589670167;46.53527951
41;ANYbotics AG;ZÃ¼rich;Robotics;Autonomous robots for industrial inspection;https://www.top100startups.swiss/ANYbotics;2020;8002;ZH;8.532739248;47.36007156
42;Nomoko AG;Zurich;ICT;Creating a digital twin of the world;https://www.top100startups.swiss/Nomoko;2020;8001;ZH;8.541734555;47.37208749
43;HAYA Therapeutics SA;Epalinges;Biotech;Treating heart failure through innovative RNA-therapies;https://www.top100startups.swiss/HAYA;2020;1066;VD;6.668508946;46.55070386
44;Oculis SA;Lausanne;Biotech;Next Generation of Topical Ophthalmic Treatments;https://www.top100startups.swiss/Oculis;2020;1011;VD;6.643319582;46.52555634
45;Apiax AG;ZÃ¼rich;Fintech;Removing barriers with embedded compliance;https://www.top100startups.swiss/Apiax;2020;8002;ZH;8.532739248;47.36007156
46;Futurae Technologies AG;Zurich;Security;Secure Authentication for users has never been easier;https://www.top100startups.swiss/Futurae;2020;8001;ZH;8.541734555;47.37208749
47;Microcaps AG;Schlieren;Engineering;Microencapsulation at Swiss Precision;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=18261;2020;8952;ZH;8.449001596;47.39503416
48;Neural Concept SA;Lausanne;ICT;Optimizing engineering processes;https://www.top100startups.swiss/Neural;2020;1011;VD;6.643319582;46.52555634
49;Versameb AG ;Basel;Biotech;The next generation of RNA therapeutics;https://www.top100startups.swiss/Versameb;2020;4051;BS;7.586450708;47.55404534
50;Olympe SA;Lausanne;ICT;The best composition platform in the market;https://www.top100startups.swiss/Olympe;2020;1011;VD;6.643319582;46.52555634
51;GUURU Solutions AG;ZÃ¼rich;ICT;Customer Service. Automated and with human touch;https://www.top100startups.swiss/guuru;2020;8002;ZH;8.532739248;47.36007156
52;T3 Pharmaceuticals AG;Allschwil;Biotech;Developing the next generation bacterial cancer therapy;https://www.top100startups.swiss/T3;2020;4123;BL;7.53749744;47.54504996
53;Topadur Pharma AG;Schlieren;Biotech;Disruptive drugs for aging diseases;https://www.top100startups.swiss/Topadur;2020;8952;ZH;8.449001596;47.39503416
54;Nexxiot AG;ZÃ¼rich;Engineering;enabler of the digitized supply chain;https://www.top100startups.swiss/Nexxiot;2020;8002;ZH;8.532739248;47.36007156
55;Voliro AG;ZÃ¼rich;Robotics;Aerial robots for in-depth inspection and maintenance;https://www.top100startups.swiss/Voliro;2020;8002;ZH;8.532739248;47.36007156
56;Flybotix SA;Renens;Robotics;Doubling flight time of prof. indoor inspection drones;https://www.top100startups.swiss/Flybotix;2020;1020;VD;6.589670167;46.53527951
57;Dufour Aerospace AG;Visp;Robotics;Advanced electric aircraft;https://www.top100startups.swiss/DufourAerospace;2020;3930;VS;7.866951252;46.29120902
58;Archilyse AG;ZÃ¼rich;Proptech;Archilyse.one makes your plans smart;https://www.top100startups.swiss/Archilyse;2020;8002;ZH;8.532739248;47.36007156
59;MaxWell Biosystems AG;Zurich;Biotech;High-Content electrophysiology platforms;https://www.top100startups.swiss/MaxWell;2020;8001;ZH;8.541734555;47.37208749
60;Perseo pharma AG;Muttenz;Biotech;Metabolic Therapies;https://www.top100startups.swiss/Perseo;2020;4132;BL;7.648057403;47.52338801
61;EraCal Therapeutics AG;Schlieren;Biotech;We develop the next generation anti-obesity drug;https://www.top100startups.swiss/EraCal;2020;8952;ZH;8.449001596;47.39503416
62;CYSEC SA;Lausanne;Security;Confidential Computing solution for data in use protection;https://www.top100startups.swiss/CYSEC;2020;1011;VD;6.643319582;46.52555634
63;Synple Chem AG;Zurich;Biotech;Making synthesis of new molecules as easy as capsule coffee;https://www.top100startups.swiss/Synple;2020;8001;ZH;8.541734555;47.37208749
64;legartis technology AG;ZÃ¼rich;ICT;Analyse your contracts in seconds;https://www.top100startups.swiss/Legartis;2020;8002;ZH;8.532739248;47.36007156
65;AVAtronics SA;Lausanne;Engineering;Wideband Active Noise Cancellation (Hearables & Automotive);https://www.top100startups.swiss/AVAtronics;2020;1011;VD;6.643319582;46.52555634
66;Gmelius SA;Cointrin;ICT;Gmelius transforms Gmail into your company's workspace;https://www.top100startups.swiss/Gmelius;2020;1216;GE;6.106155763;46.2240128
67;Procsea SA;Lausanne;Foodtech;A faster, easier and cheaper solution to trade seafood;https://www.top100startups.swiss/Procsea;2020;1011;VD;6.643319582;46.52555634
68;xorlab AG;ZÃ¼rich;Security;Redefining enterprise communication security;https://www.top100startups.swiss/xorlab;2020;8002;ZH;8.532739248;47.36007156
69;INPHER SÃ rl;Lausanne;Security;Cryptographic Secret ComputingÂ® technology;https://www.top100startups.swiss/INPHER;2020;1011;VD;6.643319582;46.52555634
70;LARGO FILMS SA;Lausanne;ICT;Next generation storytelling;https://www.top100startups.swiss/Largo;2020;1011;VD;6.643319582;46.52555634
71;Scailyte AG;Basel;Biotech;Extracting knowledge from single-cell data to save lives;https://www.top100startups.swiss/Scailyte;2020;4051;BS;7.586450708;47.55404534
72;Altoida AG;Luzern;Medtech;Join us on our noble mission to better brain health;https://www.top100startups.swiss/Altoida;2020;6005;LU;8.313449981;47.03821966
73;Elthera AG;Schlieren;Biotech;Tailored cancer therapies;https://www.top100startups.swiss/Elthera;2020;8952;ZH;8.449001596;47.39503416
74;Artiria Medical SA;Borex;Medtech;We fight stroke, we save lives;https://www.top100startups.swiss/Artiria;2020;1277;VD;6.179161369;46.38096311
75;Miraex SA;Ecublens;Engineering;Photonic sensing and quantum solutions;https://www.top100startups.swiss/Miraex;2020;1024;VD;6.55861492;46.52883079
76;Auterion AG;ZÃ¼rich;Robotics;Open source infrastructure for autonomous robots;https://www.top100startups.swiss/Auterion;2020;8002;ZH;8.532739248;47.36007156
77;Instimatch Global AG;ZÃ¼rich;Fintech;Global P2P Money Market Network;https://www.top100startups.swiss/InstimatchGlobal;2020;8002;ZH;8.532739248;47.36007156
78;BitsaboutMe AG;Bern;ICT;Marketplace for saving and trading personal data;https://www.top100startups.swiss/BitsaboutMe;2020;3004;BE;7.450025042;46.97530372
79;Pregnolia AG;Schlieren;Medtech;Predicting the risk of premature birth;https://www.top100startups.swiss/Pregnolia;2020;8952;ZH;8.449001596;47.39503416
80;RAW Labs SA;Lausanne;ICT;Empowering enterprises to use their resources wisely;https://www.top100startups.swiss/RAW;2020;1011;VD;6.643319582;46.52555634
81;IDUN Technologies AG;Opfikon;Medtech;Enabling the Internet of Humans;https://www.top100startups.swiss/IDUN;2020;8152;ZH;8.580766814;47.43106872
82;Fixposition AG;Schlieren;Robotics;Precise Positioning Everywhere.;https://www.top100startups.swiss/Fixposition;2020;8952;ZH;8.449001596;47.39503416
83;SwissDeCode SA;Lausanne;Foodtech;Secure and Build Trust in the Global Food Supply Chain;https://www.top100startups.swiss/SwissDeCode;2020;1011;VD;6.643319582;46.52555634
84;TestingTime AG;ZÃ¼rich;ICT;We recruit test users for user and market research;https://www.top100startups.swiss/TestingTime;2020;8002;ZH;8.532739248;47.36007156
